sub,trl,cpos,cdur,resp,rt,type,d1,d2,correct,rt_new,c_s,inCm,UCL
1,272,1,420,1,0.003,2,420,500,0,0.003,0.495,TRUE,0.5075
1,39,1,300,2,0.008,2,300,500,1,0.008,0.50005,TRUE,0.5105537019571333
1,110,1,380,2,0.013,2,380,500,1,0.013,0.5050494999999999,TRUE,0.5128613432643134
1,504,1,380,2,0.028,2,380,500,1,0.028,0.509999005,TRUE,0.5147774290377692
1,535,1,380,2,0.038,2,380,500,1,0.038,0.5148990149499999,TRUE,0.5164400972633338
1,137,2,700,2,0.041,2,500,700,1,0.041,0.5197500248004999,FALSE,0.5179206107526256
1,481,2,700,2,0.067,2,500,700,1,0.067,0.5245525245524949,FALSE,0.5192615533844276
1,418,1,700,2,0.074,1,700,500,0,-0.126,0.51930699930697,TRUE,0.520490836750836
1,382,1,580,2,0.083,1,580,500,0,0.0030000000000000027,0.5141139293139003,TRUE,0.5216279654700459
1,303,2,700,1,0.086,2,500,700,0,0.086,0.5089727900207613,TRUE,0.5226872274519181
1,645,1,420,2,0.088,2,420,500,1,0.088,0.5138830621205538,TRUE,0.5236794753889293
1,514,1,300,2,0.091,2,300,500,1,0.091,0.5187442314993482,TRUE,0.5246131931158166
1,445,2,620,2,0.097,2,500,620,1,0.097,0.5235567891843548,TRUE,0.5254951695577199
1,249,2,700,2,0.098,2,500,700,1,0.098,0.5283212212925112,FALSE,0.5263309437303039
1,218,2,660,2,0.108,2,500,660,1,0.108,0.5330380090795861,FALSE,0.5271251093570815
1,10,2,700,2,0.113,2,500,700,1,0.113,0.5377076289887902,FALSE,0.5278815297936953
1,79,1,340,2,0.119,2,340,500,1,0.119,0.5423305526989023,FALSE,0.5286034936246318
1,642,1,300,2,0.119,2,300,500,1,0.119,0.5469072471719133,FALSE,0.5292938298378416
1,320,2,700,2,0.12,2,500,700,1,0.12,0.5514381747001942,FALSE,0.5299549947435099
1,21,1,420,2,0.121,2,420,500,1,0.121,0.5559237929531923,FALSE,0.5305891386942005
1,82,2,620,2,0.124,2,500,620,1,0.124,0.5603645550236603,FALSE,0.5311981580782037
1,606,2,700,2,0.124,2,500,700,1,0.124,0.5647609094734237,FALSE,0.5317837363856089
1,13,2,580,2,0.126,2,500,580,1,0.126,0.5691133003786895,FALSE,0.5323473770381332
1,232,1,300,2,0.13,2,300,500,1,0.13,0.5734221673749026,FALSE,0.5328904299227347
1,444,2,620,2,0.132,2,500,620,1,0.132,0.5776879457011536,FALSE,0.5334141130501818
1,401,1,460,2,0.141,2,460,500,1,0.141,0.581911066244142,FALSE,0.5339195303948451
1,5,1,300,2,0.146,2,300,500,1,0.146,0.5860919555817006,FALSE,0.5344076867112117
1,580,2,500,2,0.146,3,500,500,0,0.146,NA,empty,NA
1,223,1,460,2,0.147,2,460,500,1,0.147,0.5902310360258836,FALSE,0.5353358116257485
1,358,1,300,2,0.147,2,300,500,1,0.147,0.5943287256656248,FALSE,0.535777395846312
1,222,2,500,2,0.148,3,500,500,0,0.148,NA,empty,NA
1,537,1,340,2,0.149,2,340,500,1,0.149,0.5983854384089685,FALSE,0.5366191848946162
1,630,1,300,2,0.149,2,300,500,1,0.149,0.6024015840248789,FALSE,0.5370206632135271
1,227,1,300,2,0.151,2,300,500,1,0.151,0.6063775681846301,FALSE,0.5374099714999155
1,173,1,340,2,0.163,2,340,500,1,0.163,0.6103137925027837,FALSE,0.5377876408216862
1,343,2,380,2,0.163,1,500,380,0,0.04300000000000001,0.6042106545777559,FALSE,0.538154167183563
1,30,2,660,2,0.164,2,500,660,1,0.164,0.6081685480319784,FALSE,0.5385100147760189
1,67,2,620,2,0.164,2,500,620,1,0.164,0.6120868625516586,FALSE,0.538855618839648
1,80,2,540,2,0.169,2,500,540,1,0.169,0.6159659939261419,FALSE,0.5391913881996455
1,344,2,540,2,0.174,2,500,540,1,0.174,0.6198063339868806,FALSE,0.5395177075160733
1,361,2,660,2,0.175,2,500,660,1,0.175,0.6236082706470117,FALSE,0.5398349392882696
1,234,2,660,2,0.176,2,500,660,1,0.176,0.6273721879405416,FALSE,0.5401434256457633
1,225,2,540,2,0.179,2,500,540,1,0.179,0.6310984660611362,FALSE,0.5404434899531142
1,77,2,620,2,0.18,2,500,620,1,0.18,0.6347874814005248,FALSE,0.5407354382520166
1,300,1,380,1,0.18,2,380,500,0,0.18,0.6284396065865195,FALSE,0.541019560560605
1,8,1,540,2,0.182,1,540,500,0,0.142,0.6221552105206544,FALSE,0.541296132047061
1,288,1,460,2,0.184,2,460,500,1,0.184,0.6259336584154478,FALSE,0.5415654140922418
1,220,2,460,2,0.187,1,500,460,0,0.147,0.6196743218312933,FALSE,0.5418276552540446
1,324,2,540,1,0.187,2,500,540,0,0.187,0.6134775786129804,FALSE,0.5420830921445251
1,587,1,540,2,0.187,1,540,500,0,0.147,0.6073428028268506,FALSE,0.5423319502293498
1,374,1,420,2,0.189,2,420,500,1,0.189,0.6112693747985821,FALSE,0.5425744445579359
1,172,1,300,2,0.193,2,300,500,1,0.193,0.6151566810505963,FALSE,0.5428107804315848
1,436,1,620,2,0.194,1,620,500,0,0.07400000000000001,0.6090051142400903,FALSE,0.5430411540160143
1,363,1,380,2,0.197,2,380,500,1,0.197,0.6129150630976894,FALSE,0.5432657529039258
1,146,2,580,2,0.201,2,500,580,1,0.201,0.6167859124667125,FALSE,0.5434847566325732
1,607,2,660,2,0.201,2,500,660,1,0.201,0.6206180533420455,FALSE,0.5436983371607225
1,631,2,580,2,0.205,2,500,580,1,0.205,0.624411872808625,FALSE,0.5439066593088906
1,20,1,700,2,0.206,1,700,500,0,0.005999999999999978,0.6181677540805387,FALSE,0.5441098811663194
1,279,2,460,2,0.208,1,500,460,0,0.16799999999999998,0.6119860765397334,FALSE,0.5443081544677538
1,449,1,380,2,0.209,2,380,500,1,0.209,0.615866215774336,FALSE,0.5445016249427681
1,71,2,700,2,0.21,2,500,700,1,0.21,0.6197075536165926,FALSE,0.5446904326400867
1,485,2,620,2,0.21,2,500,620,1,0.21,0.6235104780804267,FALSE,0.5448747122290931
1,237,2,540,2,0.211,2,500,540,1,0.211,0.6272753732996225,FALSE,0.5450545932804948
1,314,2,540,1,0.217,2,500,540,0,0.217,0.6210026195666263,FALSE,0.54523020052791
1,188,2,700,2,0.218,2,500,700,1,0.218,0.62479259337096,FALSE,0.5454016541119707
1,75,1,460,2,0.22,2,460,500,1,0.22,0.6285446674372505,FALSE,0.5455690698083753
1,17,1,380,2,0.225,2,380,500,1,0.225,0.632259220762878,FALSE,0.5457325592411894
1,395,1,660,2,0.225,1,660,500,0,0.065,0.6259366285552492,FALSE,0.5458922300825683
1,614,1,300,2,0.225,2,300,500,1,0.225,0.6296772622696968,FALSE,0.5460481862399655
1,3,1,580,2,0.226,1,580,500,0,0.14600000000000002,0.6233804896469998,FALSE,0.5462005280317914
1,532,1,580,2,0.226,1,580,500,0,0.14600000000000002,0.6171466847505298,FALSE,0.5463493523524015
1,248,1,420,2,0.227,2,420,500,1,0.227,0.6209752179030245,FALSE,0.5464947528272134
1,27,1,460,2,0.231,2,460,500,1,0.231,0.6247654657239942,FALSE,0.5466368199586811
1,627,1,540,2,0.231,1,540,500,0,0.191,0.6185178110667542,FALSE,0.5467756412637909
1,615,2,700,2,0.232,2,500,700,1,0.232,0.6223326329560867,FALSE,0.5469113014036878
1,276,2,500,2,0.233,3,500,500,0,0.233,NA,empty,NA
1,345,2,620,2,0.235,2,500,620,1,0.235,0.6261093066265258,FALSE,0.5471734632802985
1,295,1,420,2,0.239,2,420,500,1,0.239,0.6298482135602606,FALSE,0.5473001211273746
1,334,1,460,2,0.239,2,460,500,1,0.239,0.633549731424658,FALSE,0.5474239302424091
1,530,1,340,2,0.239,2,340,500,1,0.239,0.6372142341104114,FALSE,0.547544962712785
1,58,1,380,2,0.242,2,380,500,1,0.242,0.6408420917693073,FALSE,0.5476632884106925
1,399,1,660,2,0.242,1,660,500,0,0.08199999999999999,0.6344336708516142,FALSE,0.5477789750809353
1,603,2,620,2,0.242,2,500,620,1,0.242,0.638089334143098,FALSE,0.5478920884242369
1,337,2,580,2,0.243,2,500,580,1,0.243,0.641708440801667,FALSE,0.548002692176331
1,192,2,660,2,0.244,2,500,660,1,0.244,0.6452913563936503,FALSE,0.5481108481831042
1,59,1,420,1,0.245,2,420,500,0,0.245,0.6388384428297138,FALSE,0.548216616472032
1,226,1,500,2,0.249,3,500,500,0,0.249,NA,empty,NA
1,118,2,660,2,0.251,2,500,660,1,0.251,0.6424500584014167,FALSE,0.5484212213186843
1,348,2,500,2,0.251,3,500,500,0,0.251,NA,empty,NA
1,518,2,660,2,0.252,2,500,660,1,0.252,0.6460255578174025,FALSE,0.5486169530701496
1,387,2,660,2,0.254,2,500,660,1,0.254,0.6495653022392285,FALSE,0.5487116241170545
1,524,2,500,2,0.254,3,500,500,0,0.254,NA,empty,NA
1,413,1,660,2,0.256,1,660,500,0,0.096,0.6430696492168362,FALSE,0.54889482878577
1,468,2,660,2,0.257,2,500,660,1,0.257,0.6466389527246679,FALSE,0.5489834591140537
1,494,2,700,1,0.257,2,500,700,0,0.257,0.6401725631974212,FALSE,0.5490701703621383
1,576,1,420,2,0.258,2,420,500,1,0.258,0.6437708375654471,FALSE,0.5491550076303914
1,653,1,540,2,0.258,1,540,500,0,0.218,0.6373331291897926,FALSE,0.549238014796684
1,588,2,660,2,0.259,2,500,660,1,0.259,0.6409597978978947,FALSE,0.5493192345571808
1,221,1,300,1,0.261,2,300,500,0,0.261,0.6345501999189157,FALSE,0.5493987084654024
1,586,1,580,2,0.261,1,580,500,0,0.181,0.6282046979197266,FALSE,0.5494764769696532
1,526,2,620,2,0.263,2,500,620,1,0.263,0.6319226509405292,FALSE,0.5495525794488983
1,660,2,540,2,0.264,2,500,540,1,0.264,0.6356034244311239,FALSE,0.5496270542471705
1,385,2,420,2,0.266,1,500,420,0,0.186,0.6292473901868127,FALSE,0.5496999387065808
1,492,1,420,2,0.269,2,420,500,1,0.269,0.6329549162849446,FALSE,0.5497712691990055
1,18,1,660,2,0.273,1,660,500,0,0.11300000000000002,0.6266253671220952,FALSE,0.5498410811565123
1,96,2,500,2,0.273,3,500,500,0,0.273,NA,empty,NA
1,29,2,620,2,0.275,2,500,620,1,0.275,0.6303591134508743,FALSE,0.549976286670244
1,372,1,460,2,0.275,2,460,500,1,0.275,0.6340555223163655,FALSE,0.5500417466489971
1,597,2,500,1,0.275,3,500,500,0,0.275,NA,empty,NA
1,650,2,700,2,0.275,2,500,700,1,0.275,0.6377149670932019,FALSE,0.550168540845393
1,499,1,460,1,0.276,2,460,500,0,0.276,0.6313378174222698,FALSE,0.5502299365816223
1,520,1,340,2,0.277,2,340,500,1,0.277,0.6350244392480471,FALSE,0.5502900378113481
1,194,2,540,2,0.278,2,500,540,1,0.278,0.6386741948555666,FALSE,0.5503488734113862
1,235,2,540,2,0.278,2,500,540,1,0.278,0.642287452907011,FALSE,0.5504064715450829
1,275,2,580,2,0.279,2,500,580,1,0.279,0.6458645783779409,FALSE,0.5504628596830393
1,496,1,660,1,0.279,1,660,500,1,0.11900000000000002,0.6494059325941615,FALSE,0.5505180646230935
1,647,2,540,2,0.28,2,500,540,1,0.28,0.6529118732682199,FALSE,0.5505721125095948
1,114,1,300,2,0.281,2,300,500,1,0.281,0.6563827545355376,FALSE,0.5506250288519999
1,250,1,580,2,0.281,1,580,500,0,0.201,0.6498189269901823,FALSE,0.5506768385428209
1,429,1,340,2,0.282,2,340,500,1,0.282,0.6533207377202804,FALSE,0.5507275658749531
1,498,2,700,2,0.282,2,500,700,1,0.282,0.6567875303430776,FALSE,0.5507772345584092
1,274,1,460,2,0.283,2,460,500,1,0.283,0.6602196550396467,FALSE,0.5508258677364849
1,170,1,300,2,0.284,2,300,500,1,0.284,0.6636174584892502,FALSE,0.5508734880013788
1,599,2,700,2,0.284,2,500,700,1,0.284,0.6669812839043577,FALSE,0.5509201174092917
1,19,1,700,2,0.289,1,700,500,0,0.08899999999999997,0.6603114710653142,FALSE,0.5509657774950233
1,584,1,460,1,0.292,2,460,500,0,0.292,0.6537083563546611,FALSE,0.5510104892860904
1,422,1,700,2,0.294,1,700,500,0,0.09399999999999997,0.6471712727911144,FALSE,0.551054273316383
1,229,2,620,2,0.297,2,500,620,1,0.297,0.6506995600632033,FALSE,0.5510971496393786
1,412,2,420,2,0.297,1,500,420,0,0.21699999999999997,0.6441925644625712,FALSE,0.5511391378409316
1,14,2,500,2,0.298,3,500,500,0,0.298,NA,empty,NA
1,325,1,660,2,0.298,1,660,500,0,0.13799999999999998,0.6377506388179455,FALSE,0.5512205259589078
1,312,1,460,2,0.299,2,460,500,1,0.299,0.641373132429766,FALSE,0.5512599628184118
1,198,2,580,2,0.3,2,500,580,1,0.3,0.6449594011054683,FALSE,0.5512985854654967
1,36,2,500,2,0.303,3,500,500,0,0.303,NA,empty,NA
1,495,2,620,2,0.303,2,500,620,1,0.303,0.6485098070944136,FALSE,0.5513734574268547
1,108,2,660,2,0.304,2,500,660,1,0.304,0.6520247090234695,FALSE,0.5514097404062877
1,284,1,540,2,0.304,1,540,500,0,0.264,0.6455044619332349,FALSE,0.5514452765237967
1,85,2,660,2,0.307,2,500,660,1,0.307,0.6490494173139025,FALSE,0.551480081669762
1,158,1,380,2,0.307,2,380,500,1,0.307,0.6525589231407635,FALSE,0.5515141713747949
1,187,1,700,2,0.307,1,700,500,0,0.10699999999999998,0.6460333339093558,FALSE,0.5515475608188045
1,281,1,500,2,0.307,3,500,500,0,0.307,NA,empty,NA
1,423,2,660,2,0.307,2,500,660,1,0.307,0.6495730005702622,FALSE,0.5516122979424172
1,466,1,340,2,0.307,2,340,500,1,0.307,0.6530772705645597,FALSE,0.5516436743062381
1,51,2,340,2,0.308,1,500,340,0,0.148,0.646546497858914,FALSE,0.5516744077938142
1,346,2,460,2,0.308,1,500,460,0,0.268,0.6400810328803249,FALSE,0.5517045119584999
1,389,2,540,2,0.309,2,500,540,1,0.309,0.6436802225515217,FALSE,0.5517340000520452
1,478,2,620,1,0.311,2,500,620,0,0.311,0.6372434203260064,FALSE,0.5517628850319749
1,639,1,700,1,0.311,1,700,500,1,0.11099999999999999,0.6408709861227464,FALSE,0.5517911795687592
1,25,1,300,2,0.312,2,300,500,1,0.312,0.644462276261519,FALSE,0.5518188960527828
1,144,1,660,1,0.312,1,660,500,1,0.152,0.6480176534989038,FALSE,0.5518460466011184
1,313,1,620,2,0.312,1,620,500,0,0.192,0.6415374769639148,FALSE,0.5518726430641128
1,417,2,660,2,0.313,2,500,660,1,0.313,0.6451221021942757,FALSE,0.5518986970317903
1,318,2,460,1,0.314,1,500,460,1,0.274,0.648670881172333,FALSE,0.55192421984008
1,243,1,620,1,0.315,1,620,500,1,0.195,0.6521841723606097,FALSE,0.5519492225768735
1,402,1,620,2,0.315,1,620,500,0,0.195,0.6456623306370035,FALSE,0.5519737160879165
1,99,1,380,2,0.316,2,380,500,1,0.316,0.6492057073306334,FALSE,0.5519977109825422
1,516,2,620,2,0.316,2,500,620,1,0.316,0.6527136502573271,FALSE,0.5520212176392505
1,593,1,660,1,0.316,1,660,500,1,0.156,0.6561865137547538,FALSE,0.5520442462111358
1,360,2,460,2,0.317,1,500,460,0,0.277,0.6496246486172063,FALSE,0.5520668066311732
1,448,1,700,1,0.318,1,700,500,1,0.118,0.6531284021310342,FALSE,0.5520889086173622
1,195,1,460,2,0.32,2,460,500,1,0.32,0.6565971181097239,FALSE,0.5521105616777351
1,355,1,620,2,0.32,1,620,500,0,0.2,0.6500311469286266,FALSE,0.5521317751152356
1,649,2,620,2,0.32,2,500,620,1,0.32,0.6535308354593403,FALSE,0.5521525580324671
1,617,1,340,1,0.321,2,340,500,0,0.321,0.646995527104747,FALSE,0.5521729193363203
1,277,1,620,2,0.322,1,620,500,0,0.202,0.6405255718336995,FALSE,0.5521928677424791
1,581,2,700,2,0.322,2,500,700,1,0.322,0.6441203161153625,FALSE,0.5522124117798111
1,66,2,580,1,0.323,2,500,580,0,0.323,0.6376791129542089,FALSE,0.5522315597946457
1,310,2,380,1,0.324,1,500,380,1,0.20400000000000001,0.6413023218246667,FALSE,0.5522503199549426
1,618,2,460,2,0.325,1,500,460,0,0.28500000000000003,0.6348892986064201,FALSE,0.5522687002543543
1,379,1,300,2,0.327,2,300,500,1,0.327,0.6385404056203559,FALSE,0.5522867085161858
1,391,1,420,1,0.327,2,420,500,0,0.327,0.6321550015641523,FALSE,0.5523043523972545
1,102,2,460,2,0.33,1,500,460,0,0.29000000000000004,0.6258334515485108,FALSE,0.5523216393916536
1,252,1,660,2,0.331,1,660,500,0,0.171,0.6195751170330257,FALSE,0.55233857683442
1,12,1,380,2,0.337,2,380,500,1,0.337,0.6233793658626955,FALSE,0.5523551719051131
1,201,2,540,2,0.337,2,500,540,1,0.337,0.6271455722040685,FALSE,0.5523714316313024
1,415,1,580,2,0.338,1,580,500,0,0.258,0.6208741164820278,FALSE,0.552387362891971
1,166,1,340,2,0.339,2,340,500,1,0.339,0.6246653753172076,FALSE,0.5524029724208335
1,55,1,620,1,0.341,1,620,500,1,0.22100000000000003,0.6284187215640354,FALSE,0.5524182668095743
1,562,1,620,1,0.342,1,620,500,1,0.22200000000000003,0.6321345343483951,FALSE,0.5524332525110054
1,521,1,540,2,0.343,1,540,500,0,0.30300000000000005,0.6258131890049111,FALSE,0.5524479358421481
1,286,1,460,1,0.346,2,460,500,0,0.346,0.619555057114862,FALSE,0.5524623229872396
1,141,2,660,2,0.348,2,500,660,1,0.348,0.6233595065437134,FALSE,0.5524764200006672
1,219,1,340,2,0.348,2,340,500,1,0.348,0.6271259114782762,FALSE,0.5524902328098314
1,293,1,620,2,0.349,1,620,500,0,0.22899999999999998,0.6208546523634935,FALSE,0.552503767217941
1,294,2,460,1,0.349,1,500,460,1,0.309,0.6246461058398586,FALSE,0.5525170289067407
1,72,1,420,2,0.351,2,420,500,1,0.351,0.62839964478146,FALSE,0.5525300234391736
1,228,1,340,2,0.351,2,340,500,1,0.351,0.6321156483336454,FALSE,0.5525427562619812
1,104,1,620,1,0.353,1,620,500,1,0.23299999999999998,0.635794491850309,FALSE,0.5525552327082415
1,473,1,460,2,0.353,2,460,500,1,0.353,0.639436546931806,FALSE,0.552567457999846
1,332,1,540,2,0.354,1,540,500,0,0.314,0.6330421814624879,FALSE,0.5525794372499204
1,484,1,420,2,0.354,2,420,500,1,0.354,0.6367117596478631,FALSE,0.5525911754651871
1,375,1,420,2,0.357,2,420,500,1,0.357,0.6403446420513844,FALSE,0.552602677548273
1,200,1,620,2,0.358,1,620,500,0,0.238,0.6339411956308706,FALSE,0.5526139482999627
1,197,2,580,2,0.361,2,500,580,1,0.361,0.6376017836745619,FALSE,0.5526249924214008
1,282,2,340,2,0.361,1,500,340,0,0.20099999999999998,0.6312257658378163,FALSE,0.5526358145162416
1,309,1,500,1,0.361,3,500,500,0,0.361,NA,empty,NA
1,458,2,420,1,0.362,1,500,420,1,0.282,0.6349135081794381,FALSE,0.5526568105658513
1,160,2,580,2,0.363,2,500,580,1,0.363,0.6385643730976438,FALSE,0.5526669932591417
1,356,2,460,2,0.363,1,500,460,0,0.323,0.6321787293666673,FALSE,0.5526769714068416
1,130,2,380,1,0.364,1,500,380,1,0.244,0.6358569420730006,FALSE,0.552686749155712
1,283,1,460,1,0.364,2,460,500,0,0.364,0.6294983726522706,FALSE,0.552696330566925
1,315,1,580,1,0.368,1,580,500,1,0.288,0.6332033889257479,FALSE,0.5527057196178915
1,515,2,620,2,0.369,2,500,620,1,0.369,0.6368713550364904,FALSE,0.552714920204047
1,536,1,660,1,0.369,1,660,500,1,0.209,0.6405026414861255,FALSE,0.5527239361405981
1,321,2,660,2,0.371,2,500,660,1,0.371,0.6440976150712642,FALSE,0.5527327711642289
1,113,2,700,2,0.372,2,500,700,1,0.372,0.6476566389205516,FALSE,0.5527414289347683
1,394,2,500,2,0.372,3,500,500,0,0.372,NA,empty,NA
1,553,1,700,1,0.372,1,700,500,1,0.172,0.651180072531346,FALSE,0.5527582269813618
1,60,1,700,2,0.376,1,700,500,0,0.176,0.6446682718060326,FALSE,0.5527663742072921
1,109,1,420,2,0.376,2,420,500,1,0.376,0.6482215890879722,FALSE,0.5527743580829648
1,267,1,580,1,0.376,1,580,500,1,0.296,0.6517393731970925,FALSE,0.5527821819076734
1,261,1,540,1,0.377,1,540,500,1,0.337,0.6552219794651216,FALSE,0.5527898489131076
1,335,2,300,1,0.377,1,500,300,1,0.177,0.6586697596704704,FALSE,0.5527973622647777
1,296,1,380,2,0.378,2,380,500,1,0.378,0.6620830620737657,FALSE,0.5528047250634072
1,467,2,340,1,0.378,1,500,340,1,0.218,0.665462231453028,FALSE,0.5528119403462937
1,216,1,460,1,0.379,2,460,500,0,0.379,0.6588076091384977,FALSE,0.5528190110886411
1,602,2,620,1,0.379,2,500,620,0,0.379,0.6522195330471127,FALSE,0.5528259402048614
1,57,2,420,1,0.38,1,500,420,1,0.3,0.6556973377166415,FALSE,0.5528327305498485
1,240,2,420,2,0.381,1,500,420,0,0.301,0.6491403643394751,FALSE,0.5528393849202238
1,635,1,300,2,0.382,2,300,500,1,0.382,0.6526489606960804,FALSE,0.5528459060555545
1,439,1,340,1,0.383,2,340,500,0,0.383,0.6461224710891196,FALSE,0.5528522966395456
1,616,2,580,2,0.385,2,500,580,1,0.385,0.6496612463782284,FALSE,0.5528585593012053
1,301,2,500,1,0.386,3,500,500,0,0.386,NA,empty,NA
1,251,1,420,1,0.388,2,420,500,0,0.388,0.6431646339144461,FALSE,0.5528707111068976
1,657,2,500,2,0.388,3,500,500,0,0.388,NA,empty,NA
1,297,1,620,1,0.391,1,620,500,1,0.271,0.6467329875753016,FALSE,0.552882381453482
1,483,2,500,1,0.391,3,500,500,0,0.391,NA,empty,NA
1,65,2,420,1,0.393,1,500,420,1,0.313,0.6502656576995486,FALSE,0.5528935895171165
1,501,2,300,1,0.393,1,500,300,1,0.193,0.6537630011225531,FALSE,0.5528990259735123
1,611,2,380,1,0.394,1,500,380,1,0.274,0.6572253711113276,FALSE,0.5529043537023399
1,89,1,300,1,0.395,2,300,500,0,0.395,0.6506531174002144,FALSE,0.552909574888796
1,117,2,660,2,0.395,2,500,660,1,0.395,0.6541465862262122,FALSE,0.5529146916737341
1,239,2,460,1,0.395,1,500,460,1,0.35500000000000004,0.6576051203639501,FALSE,0.552919706154582
1,373,2,580,2,0.395,2,500,580,1,0.395,0.6610290691603107,FALSE,0.552924620386239
1,362,2,340,1,0.396,1,500,340,1,0.23600000000000002,0.6644187784687076,FALSE,0.5529294363819535
1,620,1,700,2,0.397,1,700,500,0,0.197,0.6577745906840204,FALSE,0.5529341561141822
1,103,2,500,1,0.4,3,500,500,0,0.4,NA,empty,NA
1,289,1,700,2,0.4,1,700,500,0,0.2,0.6511968447771802,FALSE,0.5529433144790785
1,406,2,580,2,0.4,2,500,580,1,0.4,0.6546848763294084,FALSE,0.5529477568601806
1,592,2,340,1,0.401,1,500,340,1,0.24100000000000002,0.6581380275661143,FALSE,0.5529521104762591
1,54,2,380,1,0.402,1,500,380,1,0.28200000000000003,0.6615566472904532,FALSE,0.552956377108074
1,63,2,460,2,0.402,1,500,460,0,0.36200000000000004,0.6549410808175486,FALSE,0.5529605585003777
1,404,1,500,1,0.402,3,500,500,0,0.402,NA,empty,NA
1,407,2,300,1,0.402,1,500,300,1,0.202,0.6583916700093732,FALSE,0.5529686723698475
1,97,2,340,1,0.403,1,500,340,1,0.24300000000000002,0.6618077533092794,FALSE,0.5529726081630594
1,176,2,340,1,0.403,1,500,340,1,0.24300000000000002,0.6651896757761866,FALSE,0.5529764653502538
1,52,1,620,1,0.404,1,620,500,1,0.28400000000000003,0.6685377790184247,FALSE,0.5529802455069303
1,181,1,340,1,0.404,2,340,500,0,0.404,0.6618524012282404,FALSE,0.5529839501767895
1,266,2,580,1,0.404,2,500,580,0,0.404,0.655233877215958,FALSE,0.5529875808723839
1,644,2,300,1,0.404,1,500,300,1,0.20400000000000001,0.6586815384437985,FALSE,0.5529911390757544
1,658,1,700,2,0.404,1,700,500,0,0.20400000000000001,0.6520947230593606,FALSE,0.5529946262390544
1,38,2,500,1,0.405,3,500,500,0,0.405,NA,empty,NA
1,646,2,460,1,0.405,1,500,460,1,0.36500000000000005,0.655573775828767,FALSE,0.5530013931082682
1,74,2,300,1,0.407,1,500,300,1,0.20699999999999996,0.6590180380704793,FALSE,0.553004675574481
1,45,1,620,1,0.408,1,620,500,1,0.288,0.6624278576897745,FALSE,0.5530078925223796
1,238,1,660,1,0.408,1,660,500,1,0.24799999999999997,0.6658035791128768,FALSE,0.5530110452635847
1,633,1,580,1,0.408,1,580,500,1,0.32799999999999996,0.669145543321748,FALSE,0.5530141350833064
1,1,2,540,1,0.409,2,500,540,0,0.409,0.6624540878885306,FALSE,0.5530171632408818
1,169,2,380,1,0.409,1,500,380,1,0.289,0.6658295470096453,FALSE,0.5530201309703013
1,189,2,380,1,0.409,1,500,380,1,0.289,0.6691712515395488,FALSE,0.5530230394807254
1,628,1,580,1,0.409,1,580,500,1,0.32899999999999996,0.6724795390241534,FALSE,0.5530258899569884
1,555,2,620,2,0.41,2,500,620,1,0.41,0.6757547436339119,FALSE,0.5530286835600942
1,24,1,660,1,0.411,1,660,500,1,0.251,0.6789971961975727,FALSE,0.5530314214276997
1,341,2,340,1,0.411,1,500,340,1,0.251,0.682207224235597,FALSE,0.5530341046745894
1,612,2,340,1,0.411,1,500,340,1,0.251,0.685385151993241,FALSE,0.5530367343931398
1,22,1,620,1,0.412,1,620,500,1,0.292,0.6885313004733086,FALSE,0.5530393116537743
1,482,1,540,2,0.412,1,540,500,0,0.372,0.6816459874685755,FALSE,0.5530418375054084
1,591,1,460,2,0.412,2,460,500,1,0.412,0.6848295275938898,FALSE,0.553044312975886
1,330,1,340,1,0.413,2,340,500,0,0.413,0.6779812323179509,FALSE,0.5530467390724064
1,414,1,340,2,0.413,2,340,500,1,0.413,0.6812014199947715,FALSE,0.5530491167819435
1,299,2,300,2,0.415,1,500,300,0,0.21499999999999997,0.6743894057948238,FALSE,0.5530514470716542
1,31,1,420,2,0.416,2,420,500,1,0.416,0.6776455117368755,FALSE,0.5530537308892809
1,298,2,580,1,0.417,2,500,580,0,0.417,0.6708690566195067,FALSE,0.5530559691635438
1,654,2,660,2,0.417,2,500,660,1,0.417,0.6741603660533116,FALSE,0.5530581628045266
1,147,2,300,1,0.418,1,500,300,1,0.21799999999999997,0.6774187623927785,FALSE,0.5530603127040524
1,94,2,420,1,0.419,1,500,420,1,0.33899999999999997,0.6806445747688508,FALSE,0.5530624197360544
1,528,1,700,1,0.42,1,700,500,1,0.21999999999999997,0.6838381290211623,FALSE,0.5530644847569365
1,156,2,420,1,0.423,1,500,420,1,0.34299999999999997,0.6869997477309506,FALSE,0.5530665086059278
1,233,1,540,2,0.423,1,540,500,0,0.383,0.6801297502536411,FALSE,0.5530684921054303
1,640,1,300,2,0.424,2,300,500,1,0.424,0.6833284527511047,FALSE,0.5530704360613578
1,347,1,460,2,0.427,2,460,500,1,0.427,0.6864951682235936,FALSE,0.5530723412634697
1,560,1,700,1,0.427,1,700,500,1,0.22699999999999998,0.6896302165413577,FALSE,0.5530742084856966
1,47,2,420,1,0.432,1,500,420,1,0.352,0.6927339143759441,FALSE,0.5530760384864597
1,554,1,300,2,0.432,2,300,500,1,0.432,0.6958065752321847,FALSE,0.5530778320089844
1,153,2,660,2,0.433,2,500,660,1,0.433,0.6988485094798629,FALSE,0.553079589781606
1,368,2,460,2,0.433,1,500,460,0,0.393,0.6918600243850642,FALSE,0.5530813125180702
