sub,trl,cpos,cdur,resp,rt,type,d1,d2,correct,c_s,inCm,UCL
1,534,2,580,2,154,2,500,580,1,0.505,TRUE,0.5075
1,533,2,580,2,158,2,500,580,1,0.50995,TRUE,0.5105537019571333
1,370,2,520,2,163,2,500,520,1,0.5148505,FALSE,0.5128613432643134
1,452,2,520,2,184,2,500,520,1,0.519701995,FALSE,0.5147774290377692
1,547,2,540,2,188,2,500,540,1,0.52450497505,FALSE,0.5164400972633338
1,315,2,600,2,189,2,500,600,1,0.5292599252995001,FALSE,0.5179206107526256
1,336,2,520,2,196,2,500,520,1,0.5339673260465051,FALSE,0.5192615533844276
1,583,2,500,2,200,3,500,500,0,NA,empty,NA
1,589,2,520,2,201,2,500,520,1,0.5386276527860401,FALSE,0.5216279654700459
1,609,2,580,2,203,2,500,580,1,0.5432413762581797,FALSE,0.5226872274519181
1,541,2,500,2,209,3,500,500,0,NA,empty,NA
1,580,2,540,2,223,2,500,540,1,0.5478089624955979,FALSE,0.5246131931158166
1,316,2,520,2,227,2,500,520,1,0.5523308728706419,FALSE,0.5254951695577199
1,482,2,600,2,227,2,500,600,1,0.5568075641419354,FALSE,0.5263309437303039
1,487,2,560,2,227,2,500,560,1,0.5612394885005161,FALSE,0.5271251093570815
1,498,2,600,2,230,2,500,600,1,0.5656270936155109,FALSE,0.5278815297936953
1,425,2,540,2,232,2,500,540,1,0.5699708226793558,FALSE,0.5286034936246318
1,379,2,460,2,233,1,500,460,0,0.5642711144525623,FALSE,0.5292938298378416
1,226,2,560,2,237,2,500,560,1,0.5686284033080367,FALSE,0.5299549947435099
1,565,2,560,1,237,2,500,560,0,0.5629421192749563,FALSE,0.5305891386942005
1,300,2,520,2,240,2,500,520,1,0.5673126980822067,FALSE,0.5311981580782037
1,410,2,600,2,241,2,500,600,1,0.5716395711013846,FALSE,0.5317837363856089
1,210,2,580,2,242,2,500,580,1,0.5759231753903707,FALSE,0.5323473770381332
1,537,2,600,2,242,2,500,600,1,0.5801639436364671,FALSE,0.5328904299227347
1,539,2,580,2,243,2,500,580,1,0.5843623042001024,FALSE,0.5334141130501818
1,598,2,560,2,244,2,500,560,1,0.5885186811581014,FALSE,0.5339195303948451
1,201,2,480,2,245,1,500,480,0,0.5826334943465203,FALSE,0.5344076867112117
1,256,2,540,2,245,2,500,540,1,0.5868071594030552,FALSE,0.5348794999335003
1,643,2,540,2,248,2,500,540,1,0.5909390878090246,FALSE,0.5353358116257485
1,398,2,600,2,249,2,500,600,1,0.5950296969309343,FALSE,0.535777395846312
1,187,2,600,2,250,2,500,600,1,0.599079399961625,FALSE,0.5362049667128446
1,574,2,520,2,250,2,500,520,1,0.6030886059620088,FALSE,0.5366191848946162
1,374,2,520,2,251,2,500,520,1,0.6070577199023887,FALSE,0.5370206632135271
1,373,2,540,2,255,2,500,540,1,0.6109871427033647,FALSE,0.5374099714999155
1,522,2,500,2,257,3,500,500,0,NA,empty,NA
1,527,2,600,2,257,2,500,600,1,0.6148772712763311,FALSE,0.538154167183563
1,555,2,600,2,257,2,500,600,1,0.6187284985635678,FALSE,0.5385100147760189
1,596,2,480,2,257,1,500,480,0,0.6125412135779321,FALSE,0.538855618839648
1,321,2,560,2,259,2,500,560,1,0.6164158014421528,FALSE,0.5391913881996455
1,525,2,540,2,259,2,500,540,1,0.6202516434277313,FALSE,0.5395177075160733
1,450,2,600,2,260,2,500,600,1,0.624049126993454,FALSE,0.5398349392882696
1,553,2,580,2,260,2,500,580,1,0.6278086357235195,FALSE,0.5401434256457633
1,573,2,600,2,260,2,500,600,1,0.6315305493662844,FALSE,0.5404434899531142
1,101,2,600,2,261,2,500,600,1,0.6352152438726215,FALSE,0.5407354382520166
1,243,2,460,1,261,1,500,460,1,0.6388630914338953,FALSE,0.541019560560605
1,571,2,580,2,263,2,500,580,1,0.6424744605195564,FALSE,0.541296132047061
1,167,2,540,2,265,2,500,540,1,0.6460497159143608,FALSE,0.5415654140922418
1,318,2,560,2,268,2,500,560,1,0.6495892187552171,FALSE,0.5418276552540446
1,653,2,600,2,268,2,500,600,1,0.653093326567665,FALSE,0.5420830921445251
1,61,2,500,2,269,3,500,500,0,NA,empty,NA
1,264,2,520,2,269,2,500,520,1,0.6565623933019883,FALSE,0.5425744445579359
1,166,2,540,2,271,2,500,540,1,0.65999676936896845,FALSE,0.5428107804315848
1,224,2,540,2,271,2,500,540,1,0.6633968016752788,FALSE,0.5430411540160143
1,364,2,540,2,271,2,500,540,1,0.6667628336585261,FALSE,0.5432657529039258
1,439,2,540,2,273,2,500,540,1,0.6700952053219408,FALSE,0.5434847566325732
1,485,2,520,2,274,2,500,520,1,0.6733942532687214,FALSE,0.5436983371607225
1,237,2,600,2,275,2,500,600,1,0.6766603107360342,FALSE,0.5439066593088906
1,257,2,500,2,275,3,500,500,0,NA,empty,NA
1,320,2,600,2,275,2,500,600,1,0.6798937076286738,FALSE,0.5443081544677538
1,232,2,500,1,276,3,500,500,0,NA,empty,NA
1,629,2,580,2,276,2,500,580,1,0.6830947705523871,FALSE,0.5446904326400867
1,478,2,520,2,279,2,500,520,1,0.6862638228468633,FALSE,0.5448747122290931
1,235,2,480,2,280,1,500,480,0,0.6794011846183946,FALSE,0.5450545932804948
1,165,2,560,2,281,2,500,560,1,0.6826071727722106,FALSE,0.54523020052791
1,55,2,580,2,282,2,500,580,1,0.6857811010444885,FALSE,0.5454016541119707
1,247,2,480,2,284,1,500,480,0,0.6789232900340436,FALSE,0.5455690698083753
1,477,2,580,2,284,2,500,580,1,0.6821340571337032,FALSE,0.5457325592411894
1,134,2,500,2,285,3,500,500,0,NA,empty,NA
1,384,2,540,2,285,2,500,540,1,0.6853127165623663,FALSE,0.5460481862399655
1,401,2,460,1,285,1,500,460,1,0.6884595893967426,FALSE,0.5462005280317914
1,181,2,560,2,287,2,500,560,1,0.6915749935027752,FALSE,0.5463493523524015
1,458,2,600,2,288,2,500,600,1,0.6946592435677474,FALSE,0.5464947528272134
1,591,2,600,2,288,2,500,600,1,0.6977126511320699,FALSE,0.5466368199586811
1,333,2,560,2,289,2,500,560,1,0.7007355246207493,FALSE,0.5467756412637909
1,586,2,480,2,290,1,500,480,0,0.6937281693745417,FALSE,0.5469113014036878
1,358,2,580,2,291,2,500,580,1,0.6967908876807963,FALSE,0.5470438823059899
1,421,2,500,2,291,3,500,500,0,NA,empty,NA
1,230,2,560,2,292,2,500,560,1,0.6998229788039884,FALSE,0.5473001211273746
1,520,2,560,2,292,2,500,560,1,0.7028247490159485,FALSE,0.5474239302424091
1,593,2,580,2,292,2,500,580,1,0.705796501525789,FALSE,0.547544962712785
1,463,2,520,2,293,2,500,520,1,0.7087385365105311,FALSE,0.5476632884106925
1,277,2,520,2,294,2,500,520,1,0.7116511511454258,FALSE,0.5477789750809353
1,501,2,580,2,294,2,500,580,1,0.7145346396339715,FALSE,0.5478920884242369
1,363,2,560,2,295,2,500,560,1,0.7173892932376318,FALSE,0.548002692176331
1,568,2,480,2,295,1,500,480,0,0.7102154003052554,FALSE,0.5481108481831042
1,153,2,560,2,296,2,500,560,1,0.7131132463022029,FALSE,0.548216616472032
1,350,2,580,2,296,2,500,580,1,0.7159821138391809,FALSE,0.5483200553201382
1,103,2,540,2,297,2,500,540,1,0.718822292700789,FALSE,0.5484212213186843
1,248,2,540,2,297,2,500,540,1,0.7216340697737811,FALSE,0.5485201694347881
1,376,2,400,1,297,1,500,400,1,0.7244177290760433,FALSE,0.5486169530701496
1,303,2,480,2,298,1,500,480,0,0.7171735517852829,FALSE,0.5487116241170545
1,367,2,600,2,299,2,500,600,1,0.72000181626743,FALSE,0.5488042330118116
1,150,2,600,2,301,2,500,600,1,0.7228017981047556,FALSE,0.54889482878577
1,397,2,480,1,301,1,500,480,1,0.7255737801237081,FALSE,0.5489834591140537
1,239,2,420,2,302,1,500,420,0,0.718318042322471,FALSE,0.5490701703621383
1,319,2,540,2,302,2,500,540,1,0.7211348618992462,FALSE,0.5491550076303914
1,486,2,540,2,302,2,500,540,1,0.7239235132802538,FALSE,0.549238014796684
1,413,2,580,2,304,2,500,580,1,0.7266842781474513,FALSE,0.5493192345571808
1,156,2,500,2,305,3,500,500,0,NA,empty,NA
1,278,2,560,2,305,2,500,560,1,0.7294174353659768,FALSE,0.5494764769696532
1,290,2,420,1,305,1,500,420,1,0.7321232610123171,FALSE,0.5495525794488983
1,312,2,560,2,305,2,500,560,1,0.7348020284021939,FALSE,0.5496270542471705
1,400,2,580,2,305,2,500,580,1,0.737454008118172,FALSE,0.5496999387065808
1,272,2,600,2,306,2,500,600,1,0.7400794680369902,FALSE,0.5497712691990055
1,274,2,580,2,306,2,500,580,1,0.7426786733566203,FALSE,0.5498410811565123
1,41,2,600,2,307,2,500,600,1,0.7452518866230541,FALSE,0.5499094091005908
1,284,2,480,2,308,1,500,480,0,0.7377993677568235,FALSE,0.549976286670244
1,536,2,460,1,308,1,500,460,1,0.7404213740792553,FALSE,0.5500417466489971
1,317,2,580,2,309,2,500,580,1,0.7430171603384628,FALSE,0.5501058209908742
1,542,2,400,1,309,1,500,400,1,0.7455869887350781,FALSE,0.550168540845393
1,122,2,580,2,310,2,500,580,1,0.7481311188477273,FALSE,0.5502299365816223
1,372,2,580,2,310,2,500,580,1,0.75064980765925,FALSE,0.5502900378113481
1,499,2,560,2,310,2,500,560,1,0.7531433095826575,FALSE,0.5503488734113862
1,180,2,560,2,312,2,500,560,1,0.7556118764868309,FALSE,0.5504064715450829
1,280,2,560,2,312,2,500,560,1,0.7580557577219627,FALSE,0.5504628596830393
1,310,2,440,1,312,1,500,440,1,0.760475200144743,FALSE,0.5505180646230935
1,343,2,560,2,312,2,500,560,1,0.7628704481432956,FALSE,0.5505721125095948
1,362,2,420,1,312,1,500,420,1,0.7652417436618627,FALSE,0.5506250288519999
1,216,2,480,1,313,1,500,480,1,0.7675893262252441,FALSE,0.5506768385428209
1,222,2,400,1,313,1,500,400,1,0.7699134329629916,FALSE,0.5507275658749531
1,285,2,560,2,314,2,500,560,1,0.7722142986333618,FALSE,0.5507772345584092
1,341,2,600,2,314,2,500,600,1,0.7744921556470281,FALSE,0.5508258677364849
1,98,2,600,2,315,2,500,600,1,0.7767472340905578,FALSE,0.5508734880013788
1,130,2,600,2,315,2,500,600,1,0.7789797617496522,FALSE,0.5509201174092917
1,323,2,600,2,316,2,500,600,1,0.7811899641321557,FALSE,0.5509657774950233
1,570,2,440,1,316,1,500,440,1,0.7833780644908341,FALSE,0.5510104892860904
1,535,2,540,2,318,2,500,540,1,0.7855442838459258,FALSE,0.551054273316383
1,254,2,560,2,319,2,500,560,1,0.7876888410074665,FALSE,0.5510971496393786
1,76,2,580,2,320,2,500,580,1,0.7898119525973918,FALSE,0.5511391378409316
1,638,2,480,2,320,1,500,480,0,0.7819138330714178,FALSE,0.5511802570516545
1,532,2,440,1,321,1,500,440,1,0.7840946947407036,FALSE,0.5512205259589078
1,352,2,480,2,322,1,500,480,0,0.7762537477932966,FALSE,0.5512599628184118
1,173,2,540,2,323,2,500,540,1,0.7784912103153636,FALSE,0.5512985854654967
1,563,2,560,2,323,2,500,560,1,0.7807062982122099,FALSE,0.5513364113260046
1,640,2,520,2,323,2,500,520,1,0.7828992352300879,FALSE,0.5513734574268547
1,51,2,580,2,324,2,500,580,1,0.785070242877787,FALSE,0.5514097404062877
1,217,2,580,2,324,2,500,580,1,0.7872195404490092,FALSE,0.5514452765237967
1,411,2,400,1,324,1,500,400,1,0.7893473450445191,FALSE,0.551480081669762
1,424,2,400,1,324,1,500,400,1,0.7914538715940739,FALSE,0.5515141713747949
1,147,2,600,2,325,2,500,600,1,0.7935393328781332,FALSE,0.5515475608188045
1,438,2,460,1,325,1,500,460,1,0.7956039395493518,FALSE,0.5515802648397972
1,178,2,580,2,327,2,500,580,1,0.7976479001538583,FALSE,0.5516122979424172
1,287,2,540,2,327,2,500,540,1,0.7996714211523197,FALSE,0.5516436743062381
1,238,2,420,1,328,1,500,420,1,0.8016747069407965,FALSE,0.5516744077938142
1,403,2,500,2,328,3,500,500,0,NA,empty,NA
1,174,2,540,2,329,2,500,540,1,0.8036579598713884,FALSE,0.5517340000520452
1,361,2,580,2,329,2,500,580,1,0.8056213802726746,FALSE,0.5517628850319749
1,419,2,560,2,331,2,500,560,1,0.8075651664699478,FALSE,0.5517911795687592
1,494,2,560,2,331,2,500,560,1,0.8094895148052483,FALSE,0.5518188960527828
1,354,2,520,1,332,2,500,520,0,0.8013946196571958,FALSE,0.5518460466011184
1,195,2,480,2,333,1,500,480,0,0.7933806734606239,FALSE,0.5518726430641128
1,279,2,500,2,333,3,500,500,0,NA,empty,NA
1,442,2,560,2,333,2,500,560,1,0.7954468667260177,FALSE,0.55192421984008
1,80,2,500,2,334,3,500,500,0,NA,empty,NA
1,242,2,540,2,334,2,500,540,1,0.7974923980587575,FALSE,0.5519737160879165
1,255,2,540,2,334,2,500,540,1,0.7995174740781699,FALSE,0.5519977109825422
1,509,2,600,2,334,2,500,600,1,0.8015222993373882,FALSE,0.5520212176392505
1,518,2,580,2,334,2,500,580,1,0.8035070763440143,FALSE,0.5520442462111358
1,149,2,600,2,337,2,500,600,1,0.8054720055805742,FALSE,0.5520668066311732
1,218,2,580,2,337,2,500,580,1,0.8074172855247684,FALSE,0.5520889086173622
1,219,2,500,1,337,3,500,500,0,NA,empty,NA
1,360,2,520,2,337,2,500,520,1,0.8093431126695207,FALSE,0.5521317751152356
1,221,2,520,2,338,2,500,520,1,0.8112496815428255,FALSE,0.5521525580324671
1,448,2,480,1,338,1,500,480,1,0.8131371847273973,FALSE,0.5521729193363203
1,513,2,560,2,339,2,500,560,1,0.8150058128801233,FALSE,0.5521928677424791
1,390,2,520,2,340,2,500,520,1,0.8168557547513221,FALSE,0.5522124117798111
1,599,2,560,2,340,2,500,560,1,0.8186871972038089,FALSE,0.5522315597946457
1,635,2,580,2,340,2,500,580,1,0.8205003252317709,FALSE,0.5522503199549426
1,37,2,480,2,342,1,500,480,0,0.8122953219794531,FALSE,0.5522687002543543
1,188,2,400,1,342,1,500,400,1,0.8141723687596586,FALSE,0.5522867085161858
1,389,2,540,2,342,2,500,540,1,0.816030645072062,FALSE,0.5523043523972545
1,428,2,400,1,342,1,500,400,1,0.8178703386213414,FALSE,0.5523216393916536
1,505,2,540,2,343,2,500,540,1,0.819691635235128,FALSE,0.55233857683442
1,159,2,540,2,344,2,500,540,1,0.8214947188827767,FALSE,0.5523551719051131
1,382,2,420,1,344,1,500,420,1,0.823279771693949,FALSE,0.5523714316313024
1,544,2,500,1,344,3,500,500,0,NA,empty,NA
1,342,2,440,1,347,1,500,440,1,0.8250469739770094,FALSE,0.5524029724208335
1,348,2,400,2,347,1,500,400,0,0.8167965042372394,FALSE,0.5524182668095743
1,451,2,400,1,347,1,500,400,1,0.818628539194867,FALSE,0.5524332525110054
1,592,2,480,1,347,1,500,480,1,0.8204422538029184,FALSE,0.5524479358421481
1,644,2,400,1,347,1,500,400,1,0.8222378312648891,FALSE,0.5524623229872396
1,186,2,520,2,348,2,500,520,1,0.8240154529522402,FALSE,0.5524764200006672
1,306,2,400,1,348,1,500,400,1,0.8257752984227178,FALSE,0.5524902328098314
1,194,2,580,2,349,2,500,580,1,0.8275175454384907,FALSE,0.552503767217941
1,561,2,460,1,350,1,500,460,1,0.8292423699841057,FALSE,0.5525170289067407
1,262,2,440,1,351,1,500,440,1,0.8309499462842647,FALSE,0.5525300234391736
1,558,2,500,2,351,3,500,500,0,NA,empty,NA
1,642,2,420,1,351,1,500,420,1,0.832640446821422,FALSE,0.5525552327082415
1,49,2,600,2,353,2,500,600,1,0.8343140423532078,FALSE,0.552567457999846
1,345,2,400,1,353,1,500,400,1,0.8359709019296757,FALSE,0.5525794372499204
1,607,2,400,1,353,1,500,400,1,0.837611192910379,FALSE,0.5525911754651871
1,585,2,520,2,354,2,500,520,1,0.8392350809812752,FALSE,0.552602677548273
1,22,2,600,2,355,2,500,600,1,0.8408427301714625,FALSE,0.5526139482999627
1,142,2,460,2,355,1,500,460,0,0.8324343028697478,FALSE,0.5526249924214008
1,209,2,480,1,355,1,500,480,1,0.8341099598410504,FALSE,0.5526358145162416
1,271,2,480,1,355,1,500,480,1,0.8357688602426399,FALSE,0.5526464190927494
1,296,2,420,1,355,1,500,420,1,0.8374111716402135,FALSE,0.5526568105658513
1,295,2,600,2,357,2,500,600,1,0.8390370599238114,FALSE,0.5526669932591417
1,562,2,440,1,357,1,500,440,1,0.8406466893245733,FALSE,0.5526769714068416
1,81,2,460,2,358,1,500,460,0,0.8322402224313276,FALSE,0.552686749155712
1,139,2,500,1,358,3,500,500,0,NA,empty,NA
1,172,2,540,2,358,2,500,540,1,0.8339178202070143,FALSE,0.5527057196178915
1,200,2,460,1,358,1,500,460,1,0.8355786420049441,FALSE,0.552714920204047
1,190,2,500,2,359,3,500,500,0,NA,empty,NA
1,375,2,560,2,359,2,500,560,1,0.8372228555848947,FALSE,0.5527327711642289
1,588,2,400,1,360,1,500,400,1,0.8388506270290458,FALSE,0.5527414289347683
1,595,2,400,1,360,1,500,400,1,0.8404621207587554,FALSE,0.5527499130368212
1,138,2,600,2,361,2,500,600,1,0.8420574995511678,FALSE,0.5527582269813618
1,332,2,440,1,361,1,500,440,1,0.8436369245556562,FALSE,0.5527663742072921
1,355,2,400,1,361,1,500,400,1,0.8452005553100996,FALSE,0.5527743580829648
1,144,2,400,1,362,1,500,400,1,0.8467485497569986,FALSE,0.5527821819076734
1,409,2,400,1,363,1,500,400,1,0.8482810642594286,FALSE,0.5527898489131076
1,462,2,580,2,363,2,500,580,1,0.8497982536168344,FALSE,0.5527973622647777
1,102,2,600,2,364,2,500,600,1,0.851300271080666,FALSE,0.5528047250634072
1,205,2,400,1,364,1,500,400,1,0.8527872683698593,FALSE,0.5528119403462937
1,245,2,580,2,364,2,500,580,1,0.8542593956861607,FALSE,0.5528190110886411
1,564,2,480,1,364,1,500,480,1,0.8557168017292991,FALSE,0.5528259402048614
1,630,2,400,1,364,1,500,400,1,0.8571596337120061,FALSE,0.5528327305498485
1,179,2,580,2,365,2,500,580,1,0.8585880373748861,FALSE,0.5528393849202238
1,506,2,600,2,365,2,500,600,1,0.8600021570011372,FALSE,0.5528459060555545
1,79,2,500,2,367,3,500,500,0,NA,empty,NA
1,351,2,500,2,368,3,500,500,0,NA,empty,NA
1,603,2,480,1,369,1,500,480,1,0.8614021354311259,FALSE,0.5528646966159856
1,626,2,400,1,370,1,500,400,1,0.8627881140768147,FALSE,0.5528707111068976
1,437,2,560,2,371,2,500,560,1,0.8641602329360465,FALSE,0.5528766052456031
1,59,2,540,2,372,2,500,540,1,0.865518630606686,FALSE,0.552882381453482
1,587,2,480,2,373,1,500,480,0,0.8568634443006191,FALSE,0.5528880421026774
1,608,2,500,1,373,3,500,500,0,NA,empty,NA
1,651,2,580,2,373,2,500,580,1,0.858294809857613,FALSE,0.5528990259735123
1,145,2,500,2,374,3,500,500,0,NA,empty,NA
1,192,2,420,1,374,1,500,420,1,0.8597118617590368,FALSE,0.552909574888796
1,453,2,560,2,374,2,500,560,1,0.8611147431414464,FALSE,0.5529146916737341
1,24,2,420,1,376,1,500,420,1,0.862503595710032,FALSE,0.552919706154582
1,445,2,400,1,376,1,500,400,1,0.8638785597529317,FALSE,0.552924620386239
1,432,2,480,1,377,1,500,480,1,0.8652397741554024,FALSE,0.5529294363819535
1,572,2,500,2,377,3,500,500,0,NA,empty,NA
1,334,2,600,2,378,2,500,600,1,0.8665873764138484,FALSE,0.5529387815154311
1,393,2,460,1,378,1,500,460,1,0.8679215026497099,FALSE,0.5529433144790785
1,545,2,420,2,378,1,500,420,0,0.8592422876232128,FALSE,0.5529477568601806
1,43,2,580,2,379,2,500,580,1,0.8606498647469806,FALSE,0.5529521104762591
1,548,2,460,1,379,1,500,460,1,0.8620433660995108,FALSE,0.552956377108074
1,491,2,460,1,380,1,500,460,1,0.8634229324385158,FALSE,0.5529605585003777
1,184,2,580,2,382,2,500,580,1,0.8647887031141306,FALSE,0.5529646563626553
1,207,2,540,2,382,2,500,540,1,0.8661408160829893,FALSE,0.5529686723698475
1,268,2,540,2,382,2,500,540,1,0.8674794079221594,FALSE,0.5529726081630594
1,443,2,500,1,382,3,500,500,0,NA,empty,NA
1,467,2,440,2,382,1,500,440,0,0.8588046138429378,FALSE,0.5529802455069303
1,484,2,420,1,382,1,500,420,1,0.8602165677045085,FALSE,0.5529839501767895
1,158,2,600,2,383,2,500,600,1,0.8616144020274634,FALSE,0.5529875808723839
1,481,2,460,1,383,1,500,460,1,0.8629982580071888,FALSE,0.5529911390757544
1,9,2,600,2,384,2,500,600,1,0.8643682754271169,FALSE,0.5529946262390544
1,659,2,460,1,384,1,500,460,1,0.8657245926728457,FALSE,0.5529980437851602
1,141,2,420,1,385,1,500,420,1,0.8670673467461173,FALSE,0.5530013931082682
1,170,2,440,1,385,1,500,440,1,0.8683966732786561,FALSE,0.553004675574481
1,552,2,600,2,385,2,500,600,1,0.8697127065458695,FALSE,0.5530078925223796
1,83,2,580,2,386,2,500,580,1,0.8710155794804109,FALSE,0.5530110452635847
1,660,2,420,1,386,1,500,420,1,0.8723054236856067,FALSE,0.5530141350833064
1,126,2,580,2,387,2,500,580,1,0.8735823694487507,FALSE,0.5530171632408818
1,164,2,400,1,387,1,500,400,1,0.8748465457542631,FALSE,0.5530201309703013
1,241,2,560,2,387,2,500,560,1,0.8760980802967205,FALSE,0.5530230394807254
1,641,2,480,1,387,1,500,480,1,0.8773370994937534,FALSE,0.5530258899569884
1,324,2,520,2,388,2,500,520,1,0.8785637284988158,FALSE,0.5530286835600942
1,340,2,440,1,388,1,500,440,1,0.8797780912138277,FALSE,0.5530314214276997
1,391,2,420,1,388,1,500,420,1,0.8809803103016894,FALSE,0.5530341046745894
1,523,2,440,1,388,1,500,440,1,0.8821705071986725,FALSE,0.5530367343931398
1,289,2,580,2,389,2,500,580,1,0.8833488021266858,FALSE,0.5530393116537743
1,645,2,520,2,389,2,500,520,1,0.884515314105419,FALSE,0.5530418375054084
1,204,2,420,1,390,1,500,420,1,0.8856701609643648,FALSE,0.553044312975886
1,519,2,580,2,390,2,500,580,1,0.8868134593547211,FALSE,0.5530467390724064
1,600,2,580,2,390,2,500,580,1,0.8879453247611739,FALSE,0.5530491167819435
1,214,2,560,2,391,2,500,560,1,0.8890658715135622,FALSE,0.5530514470716542
1,213,2,500,1,392,3,500,500,0,NA,empty,NA
1,415,2,480,2,392,1,500,480,0,0.8801752127984266,FALSE,0.5530559691635438
1,420,2,400,1,392,1,500,400,1,0.8813734606704423,FALSE,0.5530581628045266
1,13,2,560,2,393,2,500,560,1,0.8825597260637379,FALSE,0.5530603127040524
1,117,2,600,2,393,2,500,600,1,0.8837341288031005,FALSE,0.5530624197360544
1,383,2,500,1,393,3,500,500,0,NA,empty,NA
1,447,2,580,2,393,2,500,580,1,0.8848967875150695,FALSE,0.5530665086059278
1,176,2,520,2,394,2,500,520,1,0.8860478196399189,FALSE,0.5530684921054303
1,208,2,560,2,395,2,500,560,1,0.8871873414435196,FALSE,0.5530704360613578
1,302,2,500,2,395,3,500,500,0,NA,empty,NA
1,313,2,420,1,395,1,500,420,1,0.8883154680290845,FALSE,0.5530742084856966
1,473,2,440,1,395,1,500,440,1,0.8894323133487936,FALSE,0.5530760384864597
1,269,2,520,2,396,2,500,520,1,0.8905379902153057,FALSE,0.5530778320089844
1,155,2,420,1,397,1,500,420,1,0.8916326103131527,FALSE,0.553079589781606
1,249,2,480,1,397,1,500,480,1,0.8927162842100211,FALSE,0.5530813125180702
1,540,2,520,2,397,2,500,520,1,0.8937891213679209,FALSE,0.5530830009178276
1,427,2,420,1,398,1,500,420,1,0.8948512301542416,FALSE,0.5530846556663211
1,202,2,400,1,399,1,500,400,1,0.8959027178526991,FALSE,0.5530862774352692
1,449,2,400,1,399,1,500,400,1,0.8969436906741721,FALSE,0.5530878668829411
1,649,2,420,1,399,1,500,420,1,0.8979742537674305,FALSE,0.5530894246544288
1,311,2,480,1,400,1,500,480,1,0.8989945112297562,FALSE,0.5530909513819118
1,426,2,560,2,400,2,500,560,1,0.9000045661174586,FALSE,0.553092447684917
1,624,2,460,1,400,1,500,460,1,0.901004520456284,FALSE,0.5530939141705739
1,480,2,480,1,401,1,500,480,1,0.9019944752517212,FALSE,0.5530953514338629
1,625,2,400,1,401,1,500,400,1,0.902974530499204,FALSE,0.5530967600578612
1,339,2,560,2,402,2,500,560,1,0.903944785194212,FALSE,0.5530981406139811
1,510,2,440,1,402,1,500,440,1,0.9049053373422699,FALSE,0.5530994936622049
1,529,2,600,1,403,2,500,600,0,0.8958562839688472,FALSE,0.5531008197513146
1,556,2,540,2,403,2,500,540,1,0.8968977211291588,FALSE,0.5531021194191174
1,71,2,600,2,404,2,500,600,1,0.8979287439178671,FALSE,0.5531033931926655
1,444,2,600,2,405,2,500,600,1,0.8989494564786885,FALSE,0.5531046415884732
1,431,2,580,2,406,2,500,580,1,0.8999599619139016,FALSE,0.5531058651127275
1,567,2,420,1,406,1,500,420,1,0.9009603622947626,FALSE,0.5531070642614966
1,633,2,560,2,407,2,500,560,1,0.901950758671815,FALSE,0.553108239520932
1,472,2,480,1,409,1,500,480,1,0.9029312510850968,FALSE,0.5531093913674684
1,392,2,560,2,410,2,500,560,1,0.9039019385742458,FALSE,0.5531105202680185
1,454,2,480,2,411,1,500,480,0,0.8948629191885034,FALSE,0.5531116266801642
1,93,2,580,2,413,2,500,580,1,0.8959142899966184,FALSE,0.5531127110523435
1,387,2,540,1,413,2,500,540,0,0.8869551470966521,FALSE,0.5531137738240343
1,566,2,480,2,413,1,500,480,0,0.8780855956256856,FALSE,0.553114815425934
1,171,2,520,1,414,2,500,520,0,0.8693047396694287,FALSE,0.5531158362801358
1,658,2,540,2,415,2,500,540,1,0.8706116922727344,FALSE,0.553116836800301
1,349,2,520,2,416,2,500,520,1,0.871905575350007,FALSE,0.5531178173918279
1,528,2,580,2,416,2,500,580,1,0.873186519596507,FALSE,0.5531187784520182
1,282,2,420,1,417,1,500,420,1,0.8744546544005419,FALSE,0.5531197203702384
1,162,2,480,1,418,1,500,480,1,0.8757101078565365,FALSE,0.5531206435280795
1,154,2,440,1,420,1,500,440,1,0.8769530067779711,FALSE,0.5531215482995124
1,388,2,580,2,420,2,500,580,1,0.8781834767101914,FALSE,0.5531224350510409
1,3,2,440,1,421,1,500,440,1,0.8794016419430895,FALSE,0.5531233041418508
1,148,2,460,1,422,1,500,460,1,0.8806076255236586,FALSE,0.5531241559239574
1,183,2,420,1,422,1,500,420,1,0.881801549268422,FALSE,0.5531249907423478
1,298,2,400,1,422,1,500,400,1,0.8829835337757378,FALSE,0.553125808935123
1,347,2,400,1,422,1,500,400,1,0.8841536984379804,FALSE,0.5531266108336347
1,578,2,580,2,422,2,500,580,1,0.8853121614536006,FALSE,0.5531273967626211
1,353,2,540,2,423,2,500,540,1,0.8864590398390646,FALSE,0.5531281670403392
1,399,2,540,2,424,2,500,540,1,0.887594449440674,FALSE,0.5531289219786941
1,455,2,540,2,424,2,500,540,1,0.8887185049462673,FALSE,0.5531296618833667
1,378,2,460,1,425,1,500,460,1,0.8898313198968045,FALSE,0.5531303870539377
1,18,2,580,2,427,2,500,580,1,0.8909330066978365,FALSE,0.5531310977840103
1,385,2,500,1,427,3,500,500,0,NA,empty,NA
1,516,2,540,2,427,2,500,540,1,0.8920236766308581,FALSE,0.5531324770678976
1,469,2,440,1,428,1,500,440,1,0.8931034398645495,FALSE,0.5531331461800935
1,259,2,460,1,429,1,500,460,1,0.894172405465904,FALSE,0.5531338019687805
1,470,2,420,1,430,1,500,420,1,0.895230681411245,FALSE,0.5531344446994189
